perfume_id,item_name,brand,theme,note,perfumer,gender,tags,url
889072,"挪威心情 Moods Of Norway Disco Sunset Pour Homme, 2013",挪威心情,辛辣芳香调,"薄荷,苹果,粉红胡椒,肉桂,葡萄,麝香,零陵香豆,雪松",,,"水果,绿叶,麝香,甜",https://www.nosetime.com/889072-
161998,"K 混合魔术 哈亚特 Kemi Blending Magic Hayat, 2014",K 混合魔术,辛辣木质调,"苦橙,薰衣草,藏红花,小豆蔻,琥珀,肉桂,沉香(乌木),雪松,莎草,广藿香",Chris Maurice,,"木质,温暖辛辣,沉香,泥土",https://www.nosetime.com/161998-
245968,"梅尔 Mair Acqua Di Lusso, 2024",梅尔,水生花香调,"香柠檬,柠檬,小豆蔻,橙花,栀子花,茉莉,椰子,檀香木,香草",,,"白花,柑橘,甜",https://www.nosetime.com/245968-
335908,菲奥雷 In Fiore Kashmir,菲奥雷,芳香木质调,"广藿香,橙花油,檀香木",Julie Elliott,,"木质,广藿香,温暖辛辣,树脂",https://www.nosetime.com/335908-
146612,"Khadlaj Perfumes  Khadlaj Perfumes Nuha, 2023",Khadlaj Perfumes,,"椰子,苹果,天芥菜,茉莉,玫瑰,香草,檀香木,开司米酮,天芥菜,茉莉,玫瑰,香草,檀香木,开司米酮,香草,檀香木,开司米酮",,,"香草,脂粉,椰子,木质",https://www.nosetime.com/146612-
194167,"Levada Perfume  Levada Perfume Цветок Саган-Дайля (Sagan-Dayla Flower), 2023",Levada Perfume,花香调,"橙子,青柠,西伯利亚杜鹃,蜂蜜,黑加仑,零陵香豆,雪松,苦配巴香脂,西伯利亚杜鹃,蜂蜜,黑加仑,零陵香豆,雪松,苦配巴香脂,零陵香豆,雪松,苦配巴香脂",,,"东方,柑橘,甜,蜂蜜",https://www.nosetime.com/194167-
268345,"De Dallad Perfumes Olfactive Galleries  De Dallad Perfumes Olfactive Galleries Evening Chess, 2023",De Dallad Perfumes Olfactive Galleries,辛辣木质调,"香柠檬,芫荽,榄香脂,生姜,橙子,迷迭香,艾草,小豆蔻,肉豆蔻,零陵香豆,广藿香,劳丹脂,雪松,愈创木,香根草,迷迭香,艾草,小豆蔻,肉豆蔻,零陵香豆,广藿香,劳丹脂,雪松,愈创木,香根草,广藿香,劳丹脂,雪松,愈创木,香根草",,,"芳香植物,木质,清新辛辣,温暖辛辣",https://www.nosetime.com/268345-
712516,"妙巴黎 男士 Bourjois Or Masculin, 1976",妙巴黎,芳香柑橘调,"罗勒,香柠檬,橘子,柠檬,檀香木,广藿香,芫荽,茉莉,琥珀,橡木苔,麝香",,,"木质,芳香植物,柑橘,脂粉",https://www.nosetime.com/712516-
322664,莫娜斯特瑞 Ai Monasteri Profumo al Limone,莫娜斯特瑞,,,,,,https://www.nosetime.com/322664-
441121,"Brumee Cedar Wood + Vanilla, 2021",Brumee,芳香木质调,"橙子,茉莉,橘子,广藿香,玫瑰,香草,香根草,藻类",,,"香草,柑橘,木质,白花",https://www.nosetime.com/441121-
753519,"Khadlaj Perfumes  Khadlaj Perfumes Hareem Al Sultan Gold, 2023",Khadlaj Perfumes,花香调,"茉莉,香柠檬,牡丹,菠萝,桃子,李子,麝香,檀香木,广藿香,菠萝,桃子,李子,麝香,檀香木,广藿香,麝香,檀香木,广藿香",,,"水果,甜,脂粉,麝香",https://www.nosetime.com/753519-
985333,"阿兹瑞尔 Azurel Sport Extreme USA, 1997",阿兹瑞尔,,,,,,https://www.nosetime.com/985333-
635157,"Casaniche One Click, 2023",Casaniche,果香花香调,"百香果,荔枝,柚子,百香果,西瓜酮,麝香,琥珀",,,"清新,热带水果,水果,柑橘",https://www.nosetime.com/635157-
216409,"Poème Parfumé  Poème Parfumé 1440 Minutes, 2024",Poème Parfumé,,"藏红花,沥青,紫罗兰,香柠檬,柠檬,沉香(乌木),果仁糖,桃子,琥珀,玫瑰,皮革,檀香木,沉香(乌木),果仁糖,桃子,琥珀,玫瑰,皮革,檀香木,皮革,檀香木",,,"沉香,脂粉,温暖辛辣,皮革",https://www.nosetime.com/216409-
819827,"阿曼奢华香氛 扎法尔 Omanluxury Zafar, 2022",阿曼奢华香氛,木质东方调,"香柠檬,玫瑰,葡萄柚,苹果,粉红胡椒,乳香,肉桂,铃兰,鸢尾根,茉莉,橙花,沉香(乌木),香草,琥珀,麝香,零陵香豆,檀香木,广藿香,橡木苔,香根草",,,"东方,柑橘,清新辛辣,沉香",https://www.nosetime.com/819827-
934538,"香氛博物馆 Museum Parfums Museum Rebellious Slave, 2019",香氛博物馆,芳香柑橘调,"蔓越莓,葡萄柚,橘子,香柠檬,黑加仑,小苍兰,茉莉,依兰,橙花,晚香玉,麝香,橡木苔,檀香木",,,"柑橘,白花,花香,水果",https://www.nosetime.com/934538-
353377,"安尼米尔 同名男士 Animale Animale for Men, 1994",安尼米尔,木质东方调,"蜂蜜,菠萝,香草,烟草,广藿香,琥珀,肉豆蔻,薰衣草,檀香木,麝香,青柠,白松香,依兰,雪松,玫瑰,茉莉,柠檬,铃兰",,,"甜,蜂蜜,木质,水果",https://www.nosetime.com/353377-
781796,"Labeau 鸢尾花 Labeau L’Eau D'Iris, 2018",Labeau,花香调,"柠檬,香柠檬,胡萝卜,小豆蔻,鸢尾花,紫罗兰,玫瑰,橙花,檀香木,零陵香豆,麝香,桃子,香草",,,"花香,白花,水果,木质",https://www.nosetime.com/781796-
156242,新的黎明 广藿香魔法 Novaya Zarya Patchouli Magique,新的黎明,木质东方调,"香柠檬,柠檬,广藿香,焚香,檀香木,劳丹脂,香草,麝香",,,"木质,广藿香,温暖辛辣,树脂",https://www.nosetime.com/156242-
535552,"调香师  Il Profumiere Resina Quercia, 2019",调香师,,"皮革,树脂,雪松,橡木,康乃馨,藏红花,肉豆蔻,檀香木,广藿香,香根草,康乃馨,藏红花,皮革,肉豆蔻,檀香木,广藿香,香根草,雪松,檀香木,广藿香,香根草,雪松",,,"木质,温暖辛辣,芳香植物,皮革",https://www.nosetime.com/535552-
321048,"Lux e Terra Lux e+ Terra Vanillawood, 2021",Lux e Terra,木质调,"肉桂,朗姆酒,蜂蜜,橡木,雪松,麝香,香草,安息香脂,木质香",,,"香草,朗姆酒,木质,甜",https://www.nosetime.com/321048-
925283,"亚历山德拉格鲁克 Alexandra Gluck VDNKh (ВДНХ), 2018",亚历山德拉格鲁克,,"橙子,金橘,克里曼丁红橘,土耳其软糖,沙棘,桃子,含羞草,小麦,胡萝卜,琥珀,藏红花",Alexandra Gluck,,"甜,玫瑰,脂粉,柔软辛辣",https://www.nosetime.com/925283-
931690,"捷豹 捷豹小姐 Jaguar Miss Jaguar, 1993",捷豹,水生花香调,"水仙花,含羞草,玫瑰,紫藤,凤眼兰,忍冬,鸢尾根,百合,麝香,天芥菜,香根草,桃子,树莓",Annick Menardo,,"花香,黄色花,脂粉,白花",https://www.nosetime.com/931690-
314613,"兹法高 24K金 Jivago 24K, 1994",兹法高,花香调,"玫瑰,晚香玉,茉莉,鸢尾根,琥珀",,,"白花,鸢尾,晚香玉,东方",https://www.nosetime.com/314613-
797357,"杰日尼 天堂之木 Gerini Heavenly Wood, 2021",杰日尼,木质东方调,"肉豆蔻,广藿香,朗姆酒,巴西红木,雪松",,,"木质,朗姆酒,树脂,温暖辛辣",https://www.nosetime.com/797357-
530245,尼古拉之家 Maison Nicolas de Barry Wu Zetian,尼古拉之家,,"晚香玉,桂花,鸢尾花,沉香(乌木)",Nicolas de Barry,,"花香,晚香玉,水果,白花",https://www.nosetime.com/530245-
375300,"保罗的精品 Paul's Boutique 24/7, 2012",保罗的精品,,,,,,https://www.nosetime.com/375300-
993658,"赞布罗塔 Gianluca Bulega Couture Makeda, 2011",赞布罗塔,美食东方调,"树莓,草莓,白色花系,檀香木,香草,广藿香",,,"木质,香草,白花,温暖辛辣",https://www.nosetime.com/993658-
941087,"Anna Pegova Terre, 2013",Anna Pegova,果香花香调,"百香果,醋栗叶,樱花,栀子花,小苍兰,铃兰,木兰,鸢尾花,麝香",,,"花香,白花,清新,水果",https://www.nosetime.com/941087-
448245,J·卡萨诺瓦 J. Casanova J Casanova pour Homme,J·卡萨诺瓦,,"百里香,睡莲,桂花,檀香木,麝香,蜜橘",,,,https://www.nosetime.com/448245-
374842,"丽萨·霍夫曼 Lisa Hoffman French Clary Sage, 2007",丽萨·霍夫曼,芳香柑橘调,"棉花,快乐鼠尾草,亚麻布,水,香柠檬,小苍兰",Ellen Molner,,"脂粉,芳香植物,花香,柔软辛辣",https://www.nosetime.com/374842-
298054,黑凤凰炼金屋 蛇油 Black Phoenix Alchemy Lab Snake Oil,黑凤凰炼金屋,东方调,"东方香料,香草",,,"温暖辛辣,香草,东方,麝香",https://www.nosetime.com/298054-
445477,"巴博利海岸公司 Barberry Coast Shave Co. Bay Rum Aftershave No. 28, 2014",巴博利海岸公司,芳香调,"多香果,肉桂,公丁香,月桂叶,香草,橙子",,,"清新辛辣,温暖辛辣,肉桂",https://www.nosetime.com/445477-
951087,"米曾先生 小比安卡 Mizensir Little Bianca, 2016",米曾先生,,"香柠檬,橘子,玫瑰,香根草",Alberto Morillas,,"柑橘,芳香植物,木质,泥土",https://www.nosetime.com/951087-
666889,"Nosegasm Tobacco Rose, 2020",Nosegasm,花香东方调,"快乐鼠尾草,烟草,玫瑰,茶叶,烟草花,木质香,皮革,劳丹脂,安息香,桦木焦油,琥珀,安息香脂",,,"东方,皮革,木质,玫瑰",https://www.nosetime.com/666889-
385154,"波比布朗 Bobbi Brown Bed Perfume Oil, 2012",波比布朗,花香调,"橙花油,橙花,茉莉",,,"白花,柑橘",https://www.nosetime.com/385154-
328286,"高缇耶 裸男 Jean Paul Gaultier Le Male, 1995",高缇耶,馥奇东方调,"薰衣草,薄荷,小豆蔻,香柠檬,艾蒿,肉桂,橙花,葛缕子,香草,零陵香豆,琥珀,檀香木,雪松",Francis Kurkdjian,,"芳香植物,香草,清新辛辣,薰衣草",https://www.nosetime.com/328286-
808670,"左岸 触感女士 La Rive Touch of Woman, 2015",左岸,果香花香调,"桃子,香柠檬,白色花系,香草,檀香木",,,"香草,脂粉,白花,木质",https://www.nosetime.com/808670-
150683,"nBitor  nBitor Bucaro Royal, 2024",nBitor,木质东方调,"葡萄柚,香柠檬,烟草,玫瑰,树莓,水仙花,檀香木,海狸香,香豆素,橡木苔,雪松,愈创木,香草,烟草,玫瑰,树莓,水仙花,檀香木,海狸香,香豆素,橡木苔,雪松,愈创木,香草,檀香木,海狸香,烟草,香豆素,橡木苔,雪松,愈创木,香草",,,"木质,柑橘,烟草,玫瑰",https://www.nosetime.com/150683-
501518,"艾瓦国际 Beverly Hills Polo Club Sexy For Him Air-Val International B.H.P.C. Sexy for Him, 2000",艾瓦国际,木质东方调,"木质香,东方香料,花香",,,"木质,温暖辛辣,东方,花香",https://www.nosetime.com/501518-
461981,但丁 Dante Dante Original,但丁,,,,,,https://www.nosetime.com/461981-
673222,蒂帕罗莫 Di Palomo Tuscan Rose,蒂帕罗莫,,"茉莉,栀子花,香根草,檀香木,香草",,,,https://www.nosetime.com/673222-
372996,"西科洛化妆品 Ciclo Cosméticos La Luna, 2016",西科洛化妆品,美食东方调,"梨,蜜橘,香柠檬,草莓,兰花,玫瑰,香草,百香果,广藿香,焦糖,果仁糖,荔枝,香草",,,"甜,水果,焦糖,广藿香",https://www.nosetime.com/372996-
633596,"祖蓓 深蓝宝石 Jette Joop Dark Sapphire, 2008",祖蓓,花香东方调,"八角,橘子,天芥菜,玫瑰,琥珀,檀香木,麝香",,,"脂粉,东方,柔软辛辣,茴香",https://www.nosetime.com/633596-
767553,"LANSY SOIREE, 2020",LANSY,美食东方调,"杏仁,茉莉,鸢尾根,玫瑰,晚香玉,果仁糖,咖啡,愈创木,沉香(乌木),零陵香豆,香草",,,"甜,白花,香草,木质",https://www.nosetime.com/767553-
109746,"艾伦翠西 爱的灵感 Ellen Tracy Inspire, 2001",艾伦翠西,花香调,"忍冬,仙客来,牡丹,茉莉,栀子花,康乃馨,紫罗兰,柠檬,铃兰,香柠檬,香瓜,麝香,檀香木",Carlos Vinals,,"白花,花香,清新,柑橘",https://www.nosetime.com/109746-
108854,"万宝龙 蔚蓝旅者 Montblanc Explorer Ultra Blue, 2021",万宝龙,芳香柑橘调,"香柠檬,粉红胡椒,果香,海水,龙涎香,木质香,广藿香,皮革",,,"海洋,芳香植物,柑橘,木质",https://www.nosetime.com/108854-
791329,Fernanda | フェルナンダ  Fernanda | フェルナンダ Caffè Latte,Fernanda | フェルナンダ,芳香调,"小豆蔻,咖啡,牛奶,木质香,咖啡,牛奶,木质香,牛奶,木质香",,,"温暖辛辣,咖啡,木质,奶脂香",https://www.nosetime.com/791329-
450675,"艺术之香 Art de Parfum Kimono Vert, 2022",艺术之香,绿叶花香调,"薄荷,金属,紫罗兰叶,尤加利,香柠檬,李子,水,茶叶,鸢尾花,天竺葵,木兰,橡木苔,雪松,广藿香",,,"绿叶,水生,芳香植物,清新辛辣",https://www.nosetime.com/450675-
233878,"伊曼纽尔·温加罗 瓶中精灵 Emanuel Ungaro Apparition, 2004",伊曼纽尔·温加罗,果香花香调,"树莓,甜椒,西番莲,玫瑰,香草,广藿香,零陵香豆,琥珀,天芥菜",Francoise Caron,,"水果,甜,香草,温暖辛辣",https://www.nosetime.com/233878-
611234,Gávea Perfumes  Gávea Perfumes Permita-se,Gávea Perfumes,果香花香调,"柠檬,小豆蔻,生姜,晚香玉,康乃馨,木兰,茉莉,檀香木,零陵香豆,香草,晚香玉,康乃馨,木兰,茉莉,檀香木,零陵香豆,香草,檀香木,零陵香豆,香草",,,"温暖辛辣,白花,柑橘,芳香植物",https://www.nosetime.com/611234-
370381,"比约克浆果 白色森林 Bjork and Berries White Forest, 2016",比约克浆果,木质花香调,"醋栗叶,柠檬,香柠檬,紫罗兰,铃兰,零陵香豆,松树,桦木,香根草,雪松",Jerome Epinette,,"木质,芳香植物,柑橘,绿叶",https://www.nosetime.com/370381-
976177,玛格丽特·阿斯特 Margaret Astor Musk,玛格丽特·阿斯特,,,,,,https://www.nosetime.com/976177-
774955,"Les Folies Du Parfum  Les Folies Du Parfum Constricteur, 2022",Les Folies Du Parfum,,"海水,葡萄柚,大黄,榄香脂,苦橙叶,康乃馨,广藿香,兰花,橙子,栀子油,檀香木,零陵香豆,琥珀木,橡木苔,麝香,康乃馨,广藿香,兰花,橙子,栀子油,檀香木,零陵香豆,琥珀木,橡木苔,麝香,檀香木,零陵香豆,琥珀木,橡木苔,麝香",,,"芳香植物,木质,柑橘,温暖辛辣",https://www.nosetime.com/774955-
242192,"凯斯林 Kesling Be Bop, 1991",凯斯林,花香西普调,"白松香,香柠檬,黑加仑,铃兰,仙客来,依兰,桃子,晚香玉,含羞草,芒果,茉莉,桂花,鸢尾根,玫瑰,蜂蜜,香根草,广藿香,麝香,橡木苔",,,"甜,水果,黄色花,花香",https://www.nosetime.com/242192-
338005,"爱思特维亚 Estevan Parfums Carme, 2014",爱思特维亚,花香西普调,"橙花,香柠檬,玫瑰,含羞草,广藿香,零陵香豆,香根草,香草,麝香",,,"香草,柑橘,脂粉,木质",https://www.nosetime.com/338005-
874228,"Artimique Jasmine Gyokuro, 2023",Artimique,花香调,"茶叶,香柠檬,梨,茉莉,晚香玉,提亚蕾花,含羞草,香根草,当归,麝香",,,"白花,晚香玉,麝香,绿叶",https://www.nosetime.com/874228-
651580,"Nasamat Najd Arar, 2021",Nasamat Najd,木质东方调,"薰衣草,肉桂,玫瑰,雪松,铃兰,琥珀,檀香木,香草,沉香(乌木)",,,"薰衣草,木质,温暖辛辣,肉桂",https://www.nosetime.com/651580-
707578,柯瑞亚麦 Kiera Mai Reve Doux de Mai,柯瑞亚麦,果香花香调,"草莓,柠檬,香柠檬,苹果,粉红胡椒,玫瑰,茉莉,橙花,康乃馨,香草,檀香木,桃花心木,麝香,糖",,,"甜,水果,香草,柑橘",https://www.nosetime.com/707578-
302114,"以太艺术 Burner Perfume No 1:  Black Rock City Aether Arts Perfume Burner Perfume No 1: Black Rock City, 2015",以太艺术,芳香调,"鼠尾草,香草,雪松,烟雾,树脂",Amber Jobin,,"木质,烟熏,香草,东方",https://www.nosetime.com/302114-
124741,"丽丽百慕大 Lili Bermuda Coral, 2006",丽丽百慕大,绿叶花香调,"克里曼丁红橘,小苍兰,生姜,胡椒,睡莲,铃兰,玫瑰,麝香,香根草",Isabelle Ramsay-Brackstone,,"花香,柑橘,清新,白花",https://www.nosetime.com/124741-
760916,"Kerkoff Djer Kiss, 1908",Kerkoff,花香东方调,"柠檬,茉莉,忍冬,辛香料,琥珀,香草,香根草,木质香",,,"白花,东方,水果,芳香植物",https://www.nosetime.com/760916-
892901,"O嗅觉 Olfactive O Floral Smoke, 2024",O嗅觉,,"橙花,胡椒,紫罗兰叶,水仙花,没药,晚香玉,雪松,香根草,檀香木",,,"东方,黄色花,芳香植物,绿叶",https://www.nosetime.com/892901-
844734,"海伦·费斯彻 Helene Fischer Me, Myself & You, 2015",海伦·费斯彻,花香东方调,"苹果花,黑加仑,柑橘,紫罗兰叶,茉莉,牡丹,莲花,广藿香,琥珀,雪松,檀香木,黑巧克力",Mathieu Nardin,,"花香,木质,水果,清新",https://www.nosetime.com/844734-
927482,"静止之香 Les Parfums Suspendus Impatiente Royale de L'Himalaya & Rose, 2010",静止之香,果香花香调,"黑加仑,桃子,日本柚子,克里曼丁红橘,玫瑰,紫罗兰,小苍兰,铃兰,广藿香,檀香木,麝香",Marc Gignoux,,"木质,水果,花香,脂粉",https://www.nosetime.com/927482-
629318,"迪奥 花漾甜心经典版 Dior Miss Dior Cherie Blooming Bouquet, 2008",迪奥,花香调,"橘子,牡丹,麝香",,,"花香,清新,玫瑰,麝香",https://www.nosetime.com/629318-
857118,"格伦布拉克 Glenn Bracke Summer Snow, 2018",格伦布拉克,水生芳香调,"薰衣草,柠檬,橙花,番茄叶,桃金娘,雪松,琥珀,麝香",Bertrand Duchaufour,,"芳香植物,柑橘,薰衣草,清新辛辣",https://www.nosetime.com/857118-
206235,"强斯 纽约  Jones New York Signature Rose & Musk, 2020",强斯 纽约,木质花香调,"玫瑰,麝香,巴西红木,铃兰,木兰,香草,兰花,琥珀",,,"玫瑰,麝香",https://www.nosetime.com/206235-
325637,"杰日尼 清新香柠 Gerini Fresh Bergamout, 2019",杰日尼,西普木质调,"香柠檬,苹果,橙花油,玫瑰,广藿香,雪松,绒面革,龙涎香,橡木苔,麝香",,,"柑橘,东方,苔藓,清新辛辣",https://www.nosetime.com/325637-
172988,"Coastal Carolina  Coastal Carolina Victorian Vanilla, 2022",Coastal Carolina,,"香草,肉桂,柠檬,红糖,木兰,蜂蜜,琥珀,零陵香豆,安息香脂,麝香,红糖,木兰,蜂蜜,琥珀,零陵香豆,安息香脂,麝香,琥珀,零陵香豆,安息香脂,麝香",,,"香草,东方,甜,脂粉",https://www.nosetime.com/172988-
685321,"伊莱提马斯 帝权 Electimuss Imperium, 2020",伊莱提马斯,,"香柠檬,芫荽,百合,茉莉,晚香玉,藏红花,橙花油,玫瑰,香草,麝香,愈创木,广藿香,沉香(乌木),琥珀",,,"白花,柑橘,香草,木质",https://www.nosetime.com/685321-
415140,登月 权志龙 同名 Moonshot GD,登月,,"葡萄柚,柠檬,柑橘,雪松,鼠尾草,海藻,茉莉,竹子,琥珀,雪松,麝香,广藿香",,,,https://www.nosetime.com/415140-
227138,"Ahmed Mahsoub KARIZMA  Ahmed Mahsoub KARIZMA serial mix - Black Leather, 2024",Ahmed Mahsoub KARIZMA,皮革调,"藏红花,百里香,梨,薰衣草,乳香,黄葵,鸢尾花,皮革,雪松,绒面革,乳香,黄葵,鸢尾花,皮革,雪松,绒面革,皮革,雪松,绒面革",,,"芳香植物,薰衣草,温暖辛辣,清新辛辣",https://www.nosetime.com/227138-
557051,"阿娜·莎拉扎 Ana Salazar Vintage, 2009",阿娜·莎拉扎,花香木质调,"香柠檬,柠檬,茉莉,橙花油,广藿香,麝香,雪松",Alberto Morillas,,"白花,柑橘,清新辛辣,花香",https://www.nosetime.com/557051-
945247,"穆格勒 异型精纯 Mugler Alien Essence Absolue, 2012",穆格勒,木质东方调,"茉莉,开司米木,鸢尾根,香草,琥珀,没药,焚香",Pierre Aulas,,"东方,香草,白花,树脂",https://www.nosetime.com/945247-
569800,"Jupilo Blanc de Prestige, 2023",Jupilo,果香花香调,"玫瑰,香柠檬,茉莉,紫罗兰,胡椒,香槟,麝香,开司米木,雪松",,,"脂粉,紫罗兰,柑橘,清新辛辣",https://www.nosetime.com/569800-
574731,"祖蓓 7朵樱花 Jette Joop Jette 7Flowers Cherry Blossom, 2018",祖蓓,果香花香调,"香柠檬,橘子,黑加仑,柠檬,樱桃,茶叶,樱花,木质香,麝香",,,"柑橘,木质,水果,麝香",https://www.nosetime.com/574731-
183972,"Ecuacion Natural Pulupa, 2021",Ecuacion Natural,木质东方调,"绿檀木,零陵香豆,香柠檬,柯巴脂,橙花,沉香(乌木),没药,琥珀,橡木苔",,,"东方,木质,柑橘,芳香植物",https://www.nosetime.com/183972-
141354,"奥菲斯之家 House of Orpheus Seraph, 2014",奥菲斯之家,木质东方调,"乳香,藏红花,沉香(乌木),檀香木,雪松",Marcus McCoy,,"木质,温暖辛辣,东方,沉香",https://www.nosetime.com/141354-
123968,"约瑟夫·阿布德 Joseph Abboud Modern Gentleman, 2020",约瑟夫·阿布德,木质调,"快乐鼠尾草,薄荷,柑橘,梨,天竺葵,生姜,绒面革,麝香,香根草",,,"芳香植物,清新辛辣,麝香,绿叶",https://www.nosetime.com/123968-
143693,"克劳德马萨尔香水 Claude Marsal Parfums Le Batteur, 2016",克劳德马萨尔香水,,"李子,辛香料,粉红胡椒,脂粉味,果香,兰花,广藿香,香草",,,"水果,脂粉,甜,温暖辛辣",https://www.nosetime.com/143693-
952994,"美之本质 CVS Essence of Beauty Secret Woods, 2013",美之本质,花香东方调,"红苹果,石榴,木梨,紫罗兰,黑巧克力,茉莉,香草,麝香,木质香",Constance Georges-Picot,,"木质,脂粉,香草,甜",https://www.nosetime.com/952994-
698905,"Aquarabia  Aquarabia Rush, 2023",Aquarabia,东方调,"藏红花,橙子,玫瑰,琥珀,埃弗尼,香草,玫瑰,琥珀,埃弗尼,香草,埃弗尼,香草",,,"温暖辛辣,金属,皮革,烟草",https://www.nosetime.com/698905-
954143,"莉莉·兰伯特 Lily Lambert Goddess Coventina, 2009",莉莉·兰伯特,花果香美食调,"鸡蛋花,红浆果,糖果,鹤望兰,奶油",Lily Lambert,,"甜,花香,热带水果,水果",https://www.nosetime.com/954143-
213871,"美伊娜多 卡萨尼卡 Menard L'eau de Kasaneka, 2004",美伊娜多,花香东方调,"日本玫瑰,小豆蔻,肉豆蔻,生姜,橙子,香柠檬,罗勒,天芥菜,依兰,茉莉,康乃馨,黄葵,香草,檀香木,麝香,雪松,香根草",Shuji Suzuki,,"温暖辛辣,花香,脂粉,木质",https://www.nosetime.com/213871-
555083,Parfums San Reinald Mi Vida Desire,Parfums San Reinald,,,,,,https://www.nosetime.com/555083-
393716,"甘特  Gant (2023), 2023",甘特,馥奇调,"柠檬,橘子,香柠檬,姜黄,雪松,苦艾,常春藤,迷迭香,汤力琥珀,辛芬奈德,广藿香,檀香木,雪松,苦艾,常春藤,迷迭香,汤力琥珀,辛芬奈德,广藿香,檀香木,汤力琥珀,辛芬奈德,广藿香,檀香木",,,"柑橘,东方,木质,广藿香",https://www.nosetime.com/393716-
771741,"威劳瑞希 檀香 Lorenzo Villoresi Sandalo, 1995",威劳瑞希,木质东方调,"巴西红木,薰衣草,苦橙叶,柠檬,橙子,檀香木,劳丹脂,橙花油,玫瑰,檀香木,香根草,橡木苔,红没药,琥珀,广藿香,麝香",Lorenzo Villoresi,,"木质,东方,树脂,芳香植物",https://www.nosetime.com/771741-
528419,"克里斯鲁萨克 Chris Rusak Relief, 2020",克里斯鲁萨克,东方调,"干草,黄葵,烟草,没药,茶叶,檀香木,黑种草,鸢尾花,橡木苔,雪松,香柠檬,胡椒,紫罗兰",Chris Rusak,,"绿叶,木质,清新辛辣,东方",https://www.nosetime.com/528419-
410207,"O嗅觉  Olfactive O Citrus, 2024",O嗅觉,,"香槟,香柠檬,柠檬,葡萄柚,英国金盏花,橘子,麝香,琥珀,葡萄柚,英国金盏花,橘子,麝香,琥珀,麝香,琥珀",,,"柑橘,芳香植物,清新辛辣,麝香",https://www.nosetime.com/410207-
568657,"Cocoon Shaman Arabiq, 2020",Cocoon,木质东方调,"小豆蔻,鸢尾花,葡萄柚,肉桂,薰衣草,零陵香豆,木质香",,,"温暖辛辣,芳香植物,木质,肉桂",https://www.nosetime.com/568657-
458183,"AER香味 AER Scents Accord No. 02: Cade + Frankincense, 2022",AER香味,芳香木质调,"杜松,乳香,玫瑰,香草,香根草,愈创木",Ted Young-Ing,,"木质,芳香植物,清新辛辣,东方",https://www.nosetime.com/458183-
216370,"凯利安 珍珠沉香 Kilian Pearl Oud, 2015",凯利安,木质东方调,"藏红花,胡椒,玫瑰,鸢尾花,依兰,沉香(乌木),海狸香",Christian Provenzano,,"沉香,皮革,玫瑰,温暖辛辣",https://www.nosetime.com/216370-
966931,"奇利尼 Edgardio Chilini Le Bois de Boulogne, 2012",奇利尼,,"月桂叶,百里香,火药,菠萝,花椒,公丁香,橙花油,芫荽,醛,香柠檬,小豆蔻,葡萄柚,苹果,梨,李子,香瓜,朗姆酒,肉豆蔻,玫瑰,鸢尾花,紫罗兰叶,乳香,依兰,茉莉,铃兰,皮革,麝香,橡木苔,檀香木,广藿香,香根草,柚木,琥珀,雪松,劳丹脂,香草,安息香,沉香(乌木)",Sergey Karov,,"木质,清新辛辣,芳香植物,东方",https://www.nosetime.com/966931-
700602,"兰嘉斯汀 卡普里太阳 Lancaster Sole di Capri, 2015",兰嘉斯汀,果香花香调,"无花果,柑橘,提亚蕾花,依兰,晚香玉,安息香脂,雪松,香根草",Sonia Constant,,"白花,木质,甜,水果",https://www.nosetime.com/700602-
513319,"巴尔西纳 Balsina Aura, 2018",巴尔西纳,花香西普调,"香柠檬,橙子,茉莉,玫瑰,香草,广藿香,香根草,麝香",Jacques Henri-Torres,,"柑橘,木质,香草,麝香",https://www.nosetime.com/513319-
437524,"Ggema Moonlight, 2023",Ggema,美食东方调,"橘子,罗勒,粉红胡椒,茉莉,玫瑰,橙花,广藿香,雪松,香草,琥珀",,,"白花,柑橘,玫瑰,东方",https://www.nosetime.com/437524-
815384,安东尼·马明之家 Maison Anthony Marmin Oud Assam,安东尼·马明之家,,"印度香料,薄荷,广藿香,糖果,木质香,檀香木,水,沉香(乌木)",Anthony Abdul Karim Marmin,,"木质,温暖辛辣,甜,绿叶",https://www.nosetime.com/815384-
675030,阿夸迪斯特雷萨 Acqua di Stresa Osmanthus Fragrans,阿夸迪斯特雷萨,果香花香调,"桂花,石榴,玫瑰,山茶花,茉莉,风信子,麝香,琥珀",,,"花香,水果,玫瑰,脂粉",https://www.nosetime.com/675030-
439869,"康德之香 Condé Parfum Ambré Beige, 2020",康德之香,美食东方调,"朗姆酒,橙子,肉桂,焦糖,安息香脂,鸢尾根,小豆蔻,琥珀,香草,劳丹脂,可可果,雪松",,,"温暖辛辣,东方,肉桂,香草",https://www.nosetime.com/439869-
142128,"A13  A13 Above and Beyond, 2023",A13,辛辣芳香调,"藏红花,粉红胡椒,焚香,皮革,薰衣草,雪松,鸢尾花,檀香木,沉香(乌木),广藿香,皮革,薰衣草,雪松,鸢尾花,檀香木,沉香(乌木),广藿香,檀香木,沉香(乌木),广藿香",,,"温暖辛辣,木质,皮革,脂粉",https://www.nosetime.com/142128-
